m ʌ s k ə v i	Muscovy
m ɑ d͡ʒ ɔ ŋ	mahjong
k ʊ n s t k ɑ m ɚ	kunstkammer
ɛ ŋ ɡ ə l	engle
ɛ n k l o ʊ ð	enclothe
k ɑ s t j u m	costume
z ə ɹ i n ə	Zarina
æ p ɪ ɹ e ɪ z	apyrase
b ɹ ɪ s k ɪ t	brisket
d ɹ e ɪ p ɪ t	drapet
ɪ n f ɹ iː z	enfreeze
b uː m ə ɹ	boomer
m æ ɹ ə t	marrot
d ɛ k ə	deca
m a ɪ k ɹ o ʊ ɡ ə m i d ə f a ɪ t	microgametophyte
æ b s ə l j u ʃ n̩	absolution
m ɪ d s ɛ k ʃ ə n	midsection
h ɪ b	Hib
n ʌ l ɪ b ɪ k w ɪ t ə s	nullibiquitous
k o ʊ s a ɪ n	cosine
l ɑ k s m ɪ θ	locksmith
h æ n d ɪ ŋ	handing
l ɪ s t	Liszt
ɡ l æ s i	glassy
ɝ t͡ʃ ə n	urchin
d ɪ f	diff
b o ʊ s æ l	bozal
m i d i o ʊ k ə ɹ	mediocre
v ɛ s p ɚ t ɪ n	vespertine
ɹ e ɪ l ɪ ŋ	railing
ɡ ɪ n s uː	Ginsu
t̪ aː l i	tali
l a ɪ t l ɛ s	lightless
n ɪ k t ə l o ʊ p i ə	nyctalopia
k l ɝ k s	clerks
ɛ s ə n t	essent
ɪ n t ɛ n ə b ə l	intenible
ɹ æ f i ə	raffia
w ɪ ŋ k	wink
p ɹ o ʊ v ɛ k ʃ ə n	provection
k ə p ʊ t	kaput
z o ʊ ɹ o ʊ æ s t ɹ i ə n ɪ z ə m	Zoroastrianism
o ʊ p i s i j u	OPSEU
t uː l ə ʊ	tulou
p ɛ n ə t ɹ e ɪ l i ə	penetralia
h e ɪ t i	heiti
s ɑ d ə m	Sodom
t i ɑ ɹ ə	tiara
h ɛ t	het
k ɑ n d͡ʒ ə ɡ ə l	conjugal
n æ ɹ e ɪ t ɚ	narrator
o ʊ n a ɪ ɹ o ʊ m æ n t s i	oneiromancy
l ɑ n d͡ʒ ə t u d	longitude
k e ɪ p ɪ ŋ	caping
v l i	vlei
m æ d͡ʒ	madge
ɡ l æ s f ə l	glassful
ə b s ɔ ɹ b n̩ s i	absorbancy
ʃ ə m ɑː d	chamade
k ɒ n d͡ʒ ə ɹ e ɪ ʃ ə n	conjuration
m ɛ l ɪ ə s	melleous
p ʌ m p k ɪ n	pumpkin
ɡ ɑ l ɪ f ɪ k e ɪ ʃ ə n	gallification
b ɹ ɔ n	brawn
d ɑ ɡ m æ t ɪ k	dogmatic
o ʊ s ɪ n t	OSINT
n a ɪ l u t ə m a ɪ d	nilutamide
t æ s ɪ t ʊ s	Tacitus
m ɛ f ɪ s t ɒ f ɪ l iː z	Mephistopheles
k ɹ uː s ɪ f a ɪ	crucify
b æ n k w ɪ t ɚ	banqueter
ɪ n t ɹ ə m ɪ t	intromit
l e ɪ ə d ɪ s iː ə	Laodicea
m ɛ t ə s a ɪ k l i n	metacycline
d ɪ s s ɝ v ɪ s	disservice
l ʌ n t͡ʃ	lunch
d ɪ s k ə n t ɪ n j u	discontinue
l ɪ m ɪ t	limit
j u l ɪ θ i	Ulithi
p l æ ŋ k t ə n	plankton
k æ v ɹ ə n	cavern
ʃ iː ɑː t s uː	shiatsu
t͡ʃ i z l ə t	cheeselet
k ɹ ɪ p s ɪ s	crypsis
s uː p ə ɹ ə s æ s ɪ n	superassassin
s t ɹ ɛ ŋ k θ s	strengths
æ m b ɹ o ʊ z	Ambrose
l ɛ v ə l	level
t iː l ə ɹ i	telary
p ɹ ə t ɹ æ k t ə ɹ	protractor
ɪ m p l ɔ ɪ d	employed
m ɛ s ə l	mesyl
ʃ uː ɡ	zhoug
d ɪ m p ə l m ə n t	dimplement
f i t ə ɹ	fetor
s t e ɪ t s m ə n	statesmen
d ɪ s p j uː t	dispute
m ɛ n t ə l	mental
f ɔː ɹ m j uː l	formule
æ l i w e ɪ	alleyway
b ʌ ɡ d	bugged
k ɛ̃ t	quinte
æ l i ə m	allium
i f ɹ i ə m a ɪ t	Ephraimite
ɑ k t ə p ʊ s	octopus
v ə ɹ æ n d͡ʒ i ə n	Varangian
k l æ k s	clacks
f e ɪ k ə n	facon
k æ t ə ɹ	quatre
ɹ ɛ p ɹ ə z ɛ n t e ɪ ʃ ə n z	representations
ʌ n l ɪ s n ɪ ŋ	unlistening
v ə n ɪ l ə ɹ	vanillar
l e ɪ w ɑ ɹ d ə n	Leeuwarden
æ k æ n θ e ɪ ʃ ə s	acanthaceous
ɡ l ɑ b j ə l ɚ	globular
h ɛ t ə ɹ o ʊ s ɛ k ʃ u ə l	heterosexual
w uː ʃ	whoosh
ɹ a ʊ ɹ iː m uː	Raurimu
ʃ e ɪ	shea
k w ʌ s	quus
s ʌ b p ɹ a ɪ m	subprime
k ɹ ɪ ʃ n ə	Krishna
ɪ m o ʊ ʃ ə n ə l	emotional
ɛ s i	esse
f ɛ n p ɹ ɒ p ə ɹ ɛ k s	fenproporex
t͡ʃ æ p	chap
b ʌ p k ɪ s	bupkis
d ə l a ɪ t	delight
s t iː ə t ə ɹ iː ə	steatorrhea
t ʊ ɹ	tur
ɛ p ɪ f ɑ ɪ t	epiphyte
θ æ ɡ ə m a ɪ z ə ɹ	thagomizer
k l ɪ n t͡ʃ	clinch
k æ n ə b ɪ s	cannabis
ə p ɑ k ə l ɪ p s	apocalypse
k ɑ ɹ v ɪ l	carvel
p l æ n t	plant
k ə l uː d	collude
s t ɹ iː k i	streaky
ʍ uː z	who's
ə ʊ p ə n w ɜː ɹ k	openwork
ʌ m b ə l æ p	umbelap
f ɑ l i	folly
b e ɪ ə n ɪ̈ t	bayonet
d ɛ l	del
ɹ uː l ɛ t	roulette
m ə n ɪ l ə	manila
l ɪ m a n	Lyman
s ə p ɹ a ɪ z	surprise
d o ʊ f æ̃	dauphin
p l a ɪ ə s iː n	Pliocene
æ b æ k o ʊ	Abaco
ə s ɪ s t s	assists
d æ b d	dabbed
f ə b ʌ k s ə s t æ t	febuxostat
w ɛ t ə	weta
r iː ɪ d	rheid
t ɹ æ n z m ɪ s	transmiss
ə s t ɹ ɪ n d͡ʒ	astringe
p ə n æ ŋ	Penang
e ɪ b ɹ ə h æ m	Abraham
d͡ʒ ə h o ʊ v ɪ s t ɪ k	Jehovistic
ɹ ɪ ɡ ɹ ɛ ʃ ə n	regression
v ɪ l ə n ɛ l	villanelle
f a ɪ̯ ɚ w ɝ k s	fireworks
θ ɔ ɹ æ k s	thorax
ə b ɹ e ɪ d ɚ	abrader
æ b s o ɹ k i	Absarokee
o ʊ v ə ɹ ɹ i æ k t	overreact
s w ɔː ɹ ð	swarth
ɪ t æ l ɪ ʃ	Italish
m ɑ ɹ k ɪ d	markèd
ɛ s w ɑː t i n i	Eswatini
k o ʊ l a ɪ	coli
f ɹ æ ŋ k ə f o ʊ b i ə	Francophobia
b æ k s a ɪ d	backside
p ɔ ɪ z ɪ ŋ z	poisings
k ɛ t͡ʃ ə w ə	Quechua
e ɪ d͡ʒ f ʊ l	ageful
d a ɪ ə p ɔː z	diapause
æ b ə k ə s ɪ z	abacuses
k ə d ɪ j ɪ v k ə	Kadyivka
s o ʊ ʃ i o ʊ t o ʊ p	sociotope
iː k w ə l i	equally
ɛ f b iː a ɪ	FBI
s ə r t ə z	syrtis
ɡ ɹ ə n a ɪ k ə s	Granicus
f ɪ ɹ d	fyrd
k ɪ l i æ d	chiliad
æ f l u ɛ n z ɪ k	affluenzic
ɪ n t ɹ ə p ɹ ə n ʊ ɚ ʃ ɪ p	intrapreneurship
k ɑ t ɑ	khata
a ɪ ɹ e ɪ t	irate
ɛ k w a ɪ z ə n	equison
d ə m ɑː n	Daman
s ɪ m b ə l a ɪ z	symbolize
ɹ i p ɚ t ɪ b l̩	repertible
t ɛ ɹ ə t ɔ ɪ d	teratoid
ə m ɪ s ɪ ŋ	amissing
s ɛ k s t ɛ t	sextet
æ n t i	auntie
w ɜː k m ə n ʃ ɪ p	workmanship
f uː m ɑː ɹ t	foumart
ɛ d͡ʒ ə t e ɪ n m ə n t	edutainment
f ɝ n ɪ ʃ t	furnished
æ p ə l	apple
p ɹ ɒ m p t n ə s	promptness
ʌ n t æ k i	untacky
ɡ ɹ iː v ɪ ŋ z	grievings
l ə t i n ɛ k s	Latinx
æ ɡ j uː ʒ æ k	ageusiac
v ɜː ɹ p	vurp
m ʊ z l ɪ m ə z	Muslimas
k ə n ɪ f ə ɹ ə s	coniferous
d ɒ ŋ k	donk
s k a ɪ d	skied
ɒ l ɪ s	Ollis
p ʌ p ə t ɪ ə ɹ	puppeteer
f l ʌ t ɚ	flutter
s k ɪ z ə m ə d͡ʒ ɛ n ə s ə s	schismogenesis
ʌ n n æ t͡ʃ ə ɹ ə l	unnatural
f ɔ ɚ ɹ ə s t ə l	forestal
ə d j u	adieu
ɹ ɪ k ɜː ɹ s ɪ v	recursive
w ʌ n t s t	oncet
p l ʌ n d͡ʒ ɚ	plunger
ɪ m p ɹ ɑ b ə b ɪ l ɪ t i	improbability
s uː n æ k a ɪ t	Sunakite
d a ɪ ə n a ɪ s i ə	Dionysia
s t ʌ f t	stuffed
t o ʊ d s t u ə l	toadstool
p a ɪ θ ɑ n	Python
t͡ʃ ɑ ɹ ɡ ə ɡ ɑ ɡ ə ɡ ɑ ɡ m æ n t ʃ ɔ ɡ ɑ ɡ ɑ ɡ ɑ ɡ t͡ʃ ɔ b ə n ə ɡ ʌ ŋ ɡ ə m ɑ ɡ	Chargoggagoggmanchauggauggagoggchaubunagungamaugg
p l æ d i k ə ɹ d ɪ k	platykurtic
p æ l m ɚ iː n	Palmyrene
o ɹ k ə	orca
s a ɪ l ɪ d͡ʒ	silage
p ɪ k t	Pict
ɹ iː p ɑː ɹ s	reparse
v ə ʊ k ə l a ɪ z	vocalise
h i m ə ɡ l o ʊ b ɪ n	hemoglobin
ɹ ɛ s k j uː d	rescued
ə l ɪ m p i ə	Olympia
d͡ʒ ə s ɪ n d ə	Jacinda
s t o ʊ ɪ s ɪ z ə m	stoicism
k æ l d i ə	Chaldea
f l ɪ m z i	flimsy
ɪ n k ɑ n ɡ ɹ u ə s	incongruous
k l ɔ ɪ s t ɚ	cloister
p æ l ə t a ɪ z	palettize
b ɔ ɪ ŋ k	BOINC
h æ l ɪ k ɹ ɛ t	halecret
ɛ p ə f ə n ɑ m ə n ə	epiphenomenon
æ b s ɔ ɹ b ə f e ɪ ʃ n̩ t	absorbefacient
e ɪ b ɹ ə m m æ n	Abramman
m ʌ s k ə d iː n	muscadine
n uː n	noon
ɡ ɹ ʌ b ɪ ŋ	grubbing
s æ n d p e ɪ p ɚ	sandpaper
k w ə h ɑ ɡ	quahog
ə m	'm
s ɛ v ə ɹ ə l i	severally
ʌ n s t ɪ n t ɪ d	unstinted
p ɹ a ɪ m e ɪ t s	primates
ɡ ɹ a ʊ n d s ə l	groundsel
m ɔ ɹ p ɔ ə ɹ k	morepork
o ʊ k ɚ	ocher
m ə t æ k ɹ ə n ɪ z m	metachronism
l ɪ n w ʊ d	Linwood
ʃ ɑ t	chott
t ʃ ɑː ŋ i	Changi
n ɪ f t	nift
ɡ e ɪ n ɚ	gainer
d͡ʒ iː p	Jeep
v ɛ ɹ ɪ f a ɪ	verify
ʌ n ə ʃ e ɪ m ɪ d n ə s	unashamedness
k ɪ t	kit
b a ɪ o ʊ æ n ə l ɪ t ɪ k s	bioanalytics
æ d͡ʒ w a ɪ n	ajwain
ɹ o ʊ m ə n i	Romani
s l uː θ s	sleuths
a ɪ t æ n ɪ k	Itanic
h æ p ə l i	happily
s e ɪ ɑ n s	séance
m ə ʊ t ə ɹ k e ɪ d	motorcade
ɪ m p e ɪ ʃ ə n s	impatience
k ɑ n t ɹ ə l æ t ə ɹ ə l	contralateral
s ɛ m ə t ɛ ɹ i	cemetery
k ə n s t ɹ uː z	construes
t æ n ɹ uː	tanru
b ɹ æ k ɪ s ə f æ l ɪ k	brachycephalic
ə n t ɹ iː t i	entreaty
f ə ɹ b o ʊ t ə n	verboten
t e ɪ n t j ʊ ə ɹ	teinture
ə b ɝ s t	aburst
æ n d͡ʒ ə l iː n ə	Angelina
n e ɪ z o ʊ l æ k ɹ ə m ə l	nasolachrymal
k w ɝ n	quern
æ ɹ ə ʊ m a n t ɪ k	aromantic
ɹ ɪ z ɛ n t f ə l	resentful
ʃ æ t ə l e ɪ n	chatelain
s ɒ l f ɛ ʒ	solfège
s t ɪ l w ə l	Stillwell
ɪ ɡ z ɛ k j ʊ t ɹ i	executory
m ə t ɜː ɹ n ɪ t i	maternity
s ɑ t ə v ɑ h ə n ə	Satavahana
v ɛ ə ɹ k ɛ ə ɹ	varchar
ɪ ŋ k ɒ n t ɪ n ə n t	incontinent
ɹ iː d ɹ ʌ m	redrum
m e ɪ n s t e ɪ	mainstay
v ɪ s ɪ n ə l	vicinal
ɔ ɡ ɚ	augur
s t uː	stu
d͡ʒ i h o ʊ v ɪ s t ɪ k	Jehovistic
s ə b ɹ a ɪ ə t i	sobriety
f æ s iː z	fasces
f ɹ ɪ k l i	Frickley
p o ʊ d͡ʒ o ʊ	POJO
ɡ ɹ e ɪ z ɪ ŋ	grazing
v ɛ ɹ ə s ɪ m ə l ɚ	verisimilar
s t i m	steam
ɪ k s p ɹ ɛ s o ʊ	espresso
p ɪ ŋ k i	pinky
p ɒ z	poz
j u n i e ɪ t	Uniate
t æ n t ə ɹ ɑː	tantara
iː z	ees
k ə n s ɛ ʃ ə n	concession
k w ɛ s t͡ʃ ə n ɛ ɹ	questionnaire
h ɑ ɹ m l ə s l i	harmlessly
f uː d͡ʒ i ə n	Fujian
v ɛ ɹ i d	varied
s t ɔ ɹ z	stores
h æ n s ɚ d	Hansard
s e ɪ b ɚ	sabre
m ɑ m	mom
m ɪ s t e ɪ k s	mistakes
m æ l t o ʊ t	maletote
p ɹ ɑ k s ɪ n ɑ s	proxenos
t͡ʃ a ʊ ʃ	chiaus
ɡ ɪ m ɪ k i	gimmicky
ɹ ɪ d iː m	redeem
s ɛ n t ɛ n ə ɹ i	centenary
s ɑ ɹ d ɪ n i ə	Sardinia
s e ɪ t æ n ɪ k	seitanic
b l ɪ m p	blimp
p ɛ n t æ z ə s iː n	pentazocine
t o ʊ z	tows
a ɪ ɒ n ɪ k	ionic
b o ʊ n ɛ s	Bo'ness
f ɪ l ə n	phyllon
b ɔ l t ɪ m ɔ ɹ	Baltimore
ɛ f	ef
t r ɪ l æ t ə ɹ ə l	trilateral
n ə m o ʊ n i ə	pneumonia
d͡ʒ ʊ r e ɪ t ə r	jurator
h ɔ ŋ k	honk
ɹ ə l e ɪ	relais
d ɪ s p ɹ ə p ɔ ɹ ʃ ə n ə t l i	disproportionately
s ʌ l f ə ɹ ɛ t	sulfuret
s k a ɪ	sky
d ɔː ɹ t ə ɹ	dorter
ə p ɹ ɒ k s ɪ m ə l	approximal
ɑ n ə ɹ ə b l̩	honorable
d ɪ s k ɹ ɛ p ə n t	discrepant
b ɹ uː ɪ n	Brewin
p ɒ d͡ʒ	podge
p ɹ ə p ɛ ə ɹ	prepare
t iː p i	teepee
f æ l ə n	Fallon
o ʊ d ɑː m ə t ɚ	odometer
n a ɪ l ɑ n	nylon
f æ ʃ ə n ə b l̩	fashionable
ɹ æ k ɪ t	racket
ɪ n v e ɪ d ə ɹ	invader
k ɑː n k j uː p ɪ s ə n t	concupiscent
p e ɪ s ɪ z	paces
ɛ f ɚ t	effort
l uː k e ɪ z i ə n	Lucasian
d͡ʒ o ʊ ə k ɪ m	Joachim
t a ɪ d	tide
ɡ e ɪ n s e ɪ	gainsay
t͡ʃ ʌ f ə l	chuffle
ɑː ɹ m ɚ	armor
s t ə ɹ ə l a s p ə	Starolaspa
k ɹ iː e ɪ t	create
ɪ n d ɪ d͡ʒ ɪ n ə s	indigenous
æ ɡ ɚ ə f o ʊ b ɪ k	agoraphobic
h ɛ v ɪ n ə s	heaviness
t o ʊ l d͡ʒ ə	toldja
s a ɪ n ə s ɔ ɪ d	sinusoid
n ə ʊː	noo
j ɛ ɡ	yegg
a l ɪ f	alif
s w i t b ɹ ɛ d	sweetbread
ɹ ɪ n ɛ ɡ	reneg
d uː n a ɪ t	dunite
k ɚ f ʌ f ə l	kerfuffle
s ʌ b ɝ b	suburb
b æ s k	Basque
ɑ k s ə d e ɪ t ɪ v	oxidative
d ɪ l t a ɪ ə z ɛ m	diltiazem
b æ ɹ ə t ɚ	barrator
ɹ ɛ k ə ɡ n a ɪ z ə b ə l	recognisable
d͡ʒ ɛ p ɚ d a ɪ z	jeopardize
æ l k ə m ɪ s t ɪ k ə l	alchemistical
m iː d ɪ ʃ	Medish
s t ɪ ŋ ɪ ŋ	stinging
k æ m p e ɪ n	campaign
ɪ n ə s ə n t	innocent
ə k w e ɪ k	aquake
f ɒ s f æ t ɪ d e ɪ t	phosphatidate
z ɪ z i	xyzzy
ɑ ɹ k t j ʊ ə ɹ ə s	Arcturus
æ f ə ɹ i s ɪ s	apheresis
ə k s ɛ s ɪ ŋ	accessing
æ n t i f ɑː	antifa
n a ɪ s n ɪ s	niceness
k ə k ɑ f ə n i	cacophony
s k æ ŋ k	skank
æ ŋ ɡ l ɪ s a ɪ z	anglicise
f æ n t e ɪ z i ə	fantasia
e ɪ ɛ s ɛ m ɑ ɹ t ɪ s t	ASMRtist
ɪ k s p ɹ ɛ s ɪ v	expressive
m æ n d ɪ b ə l	mandible
ɪ m p ɹ ɒ v ɪ d ə n t	improvident
d æ l ɹ a ɪ	Dalry
s e ɪ m n ə s	sameness
f l ɑː k ɒ n	flacon
k ɹ e ɪ p o ʊ	Crapo
h æ n d i k æ p	handicap
ʌ n s p ɑː ɹ	unspar
m ʊ ɹ ɑː n ə ʊ	Murano
k ɪ t͡ʃ	kitsch
d ʌ f ɚ	duffer
h a ɪ d ɹ ə l e ɪ z	hydrolase
p e ɪ ɡ ə n ɪ s t ɪ k ə l i	paganistically
t͡ʃ e ɪ n d͡ʒ ɪ z	changes
æ s ɚ t e ɪ n ə b l̩	ascertainable
k æ t ə l a ɪ n	Catiline
ɹ iː ɛ k s a ɪ t e ɪ ʃ ə n	reexcitation
b u l ə ɹ i ə s	bulerias
t ɹ ə l iː	Tralee
f o ʊ̯ n	phone
s a ɪ z m ɪ k	seismic
p ɛ n d ʒ ʊ l ə s	pendulous
ɡ ɹ æ b i	grabby
ə k æ n t θ ə k a ɪ l ə n i m ə	Acanthocheilonema
t ə m æ z ə p æ m	temazepam
p ə ɹ ɪ ʃ ə n ə ɹ	parishioner
n ɛ k ɹ ɑ f ə ɡ ə s	necrophagous
a ɪ ɹ	ire
t ʃ a ʊ	Chau
f ɹ e ɪ z ə ɹ	Fraser
b l e ɪ n	Blaine
j ɛ ɹ	yair
h o ʊ p l ɪ s l i	hopelessly
k ɹ ə ʊ m ə t ɪ d	chromatid
h w ɝ l	whirl
b ʌ s t ɪ ŋ	busting
ɔ ɹ d ɚ	order
ɡ e ɪ n ɪ ŋ	gaining
m æ n z l ɑ t	manslot
n ɛ d	ned
b ɑ ɡ ə l	boggle
ɹ ɪ t	writ
s t ɻ æ t	Stratt
t ɪ k ə l ə ɹ	Tcler
ə ɹ a ɪ z d	arised
æ m b ɪ t ɹ æ n z ɪ t ɪ v	ambitransitive
ɑ m ɪ k ɹ ɑ n	omicron
b o ʊ z ə n k ɛ t	Bosanquet
p i p h o ʊ l	peephole
p ɪ n t͡ʃ ə n	Pynchon
z i n ɑ p s	xenops
s t ɒ d͡ʒ	stodge
ɹ ɪ z ɛ m b l ə n t	resemblant
ʌ n s ɛ l d ə m	unseldom
d ɛ m ə ɹ ɑ ɹ ə	Demerara
t ɹ æ n s p ɔ ɹ t	transport
p ɹ ɑ v ə s t	provost
h o ʊ z ɚ	hosier
ɹ o ʊ l d	rolled
p ɑ ɹ z	pars
b ə ɡ ɪ n z	begins
h a ɪ t θ	heighth
h a ɪ ɚ ɪ ŋ	hiring
e ɪ m ə n t	ament
ɪ n æ k w ə t	inaquate
æ b ə ɹ e ɪ ʃ n l̩	aberrational
h ɛ d͡ʒ h ɔ ɡ	hedgehog
ə d ɹ ɪ p	adrip
p ɚ s ɛ n t ɪ d͡ʒ	percentage
k ɹ ɒ p t	cropped
ɡ ɪ b ə l ə n	Ghibelline
ɛ k s ɔ ɹ s ɪ s t	exorcist
ɪ ɹ ɪ n ɪ s	Erinys
m æ n t ɹ ə	mantra
ɪ l e ɪ t	elate
p ɛ ɹ ə d ɑː k s ɪ k ə l	paradoxical
p ɛ n ɪ n ɪ ʃ ə l	peninitial
k o ɹ	core
f e ɪ̯ k	fake
b ɹ o ʊ ʃ ɝ	brochure
m o ʊ	mo
s w a ɪ p	swipe
ɡ r iː s p e ɪ n t	greasepaint
p j uː b iː z	pubes
k ɑː k ə ʒ uː z	carcajous
b ɛ d l d ʒ u s	Betelgeuse
ə b s t ɹ ɛ p ə ɹ ə s	obstreperous
ə b a ʊ t s	abouts
f ɪ l ə b ʌ s t ɚ	filibuster
s k ɹ ʌ m	scrum
d ʌ k	Duck
æ l ɪ ɡ z æ n d ɹ a ɪ t	alexandrite
n ɑ s ə k o ʊ m i ə l	nosocomial
s ə l o ʊ m i	Salome
d ɑ l f ɪ n	dolphin
a ɪ s b ɝ ɡ	iceberg
z ɑ ɡ	ZOG
n ɑː d͡ʒ uː l	nodule
e ɪ d ə l ɪ m j ə m æ b	adalimumab
d a ɪ ɛ ɹ ə s ɪ s	diaeresis
e ɪ ʃ ə n	Asian
k l ɑ d h ɑ p ɚ	clodhopper
t͡ʃ ʌ b s t ɚ	chubster
æ b ɛ ɹ n̩ t s	aberrance
ɛ n s ɪ k l ɪ k ə l	encyclical
t a ɪ m s ə m	timesome
v ɛ ɹ i	very
p ə d͡ʒ o ɹ ə t ə v	pejorative
b ɛ l t ɪ d	belted
ɛ m b ɛ z ə l	embezzle
k æ l k ə p a ɪ ɹ a ɪ t	chalcopyrite
t o ʊ ŋ ə	Tonga
b ɜː ɹ d ə ʊ	birdo
s iː m ɪ ŋ l i	seemingly
s ɛ n t ə l	cental
d uː ɚ	dewar
t æ k i	tacky
n ɛ v ə ɹ ə v	never've
w ɑ t͡ʃ ɪ z	watches
t a ɪ p ɪ ŋ	Taiping
ɛ d ɪ f a ɪ z	edifies
k j ʊ ə ɹ ə s o ʊ	curaçao
ɪ n k ə n s p ɪ k j u ə s	inconspicuous
t ɛ s t e ɪ ʃ ə s	testaceous
s ə s p ɛ n s	suspense
e ɪ b ɹ æ ŋ k i l̩ ɪ z m̩	abranchialism
f a ɪ ɹ i	fiery
z i n ɪ θ ə l	zenithal
n iː l	kneel
p ɹ i t ɛ n d	pretend
s n o ʊ b ɝː d	snowbird
ɪ n v ɑ l v ɪ ŋ	involving
b ɹ ɪ s t ə l	bristol
p æ ɹ ə l ɪ t ɪ k	paralytic
p æ k ə t	packet
æ p ə ʊ s ɪ n θ ɪ ə n	apocynthion
k a ɪ ɒ n ə f a ɪ l	chionophile
m ɪ s ɪ ŋ n ə s	missingness
f a ɪ l ə d͡ʒ ɛ n ɪ k s	phylogenics
ɹ e ɪ k t	raked
h ə ʊ m ə ʊ z a ɪ ɡ ə s	homozygous
s k a ʊ t h a ʊ s	scouthouse
ə ɹ ɡ ə t	ergot
ʃ ɔː k	shalk
æ l p a ɪ n	alpine
ɪ m ɝ d͡ʒ ə n s	emergence
p ɛ ɹ ɪ s t æ l s ɪ s	peristalsis
s ʌ m b ɹ ɛ ɹ ə ʊ	Sombrero
e ɪ b e ɑ t ɹ ə f i	abiotrophy
s ə ʊ m ə t a ɪ z	somatize
t ɝ ʃ ə ɹ i	tertiary
ɑː ɹ ɡ j u ɪ ŋ	arguing
ɡ l ʌ ɡ ə b l̩	gluggable
θ ɹ ɛ d z	threads
s ɛ n ɪ m ə n t	senniment
s æ l m ə ɡ ʌ n d i	salmagundi
h o ʊ s t ɪ ŋ	hosting
ɪ m b ɛ l ɪ ʃ	embellish
d i t o ɹ	detour
b ʌ l d͡ʒ ɪ s ɪ n	bulgecin
s ɝ t͡ʃ	search
s j uː p ə ɹ ɪ n t ɛ n d ə n t	superintendent
ɪ n ə v e ɪ t ɪ v	innovative
ə l ɛ k t o ɹ ə l	electoral
s ɪ t ɹ ə n	citrine
ɪ ɡ n ə ʊ t	ignote
k ɹ ɪ s ə k ɑ l ə	chrysocolla
p ɔ t	pot
k ɒ ŋ k ə	conker
k ʌ l p ə b ɪ l ə t i	culpability
m ɪ s k ʊ ʃ	Miscouche
o ʊ v ɚ w e ɪ t	overweight
d͡ʒ ʌ ɡ ə l ɚ	jugular
f iː m e ɪ l	female
f ɹ a ɪ t ə n	frighten
d͡ʒ ɛ n t l i	gently
d ɔ ŋ ɡ ə	donga
p æ ɹ ə l e ɪ l i ə	paralalia
d ɪ l u ʃ ə n	dilution
ɪ ɡ z æ k t	exact
ə k j u z ə t ɪ v	accusative
æ l i ɡ o ʊ	aligot
b ɑ ɹ k l i	Barkley
s k ɹ uː t ɪ n a ɪ z	scrutinise
m ɜː ɹ l uː s	merluce
s æ k ɹ ə l i d͡ʒ ə s	sacrilegious
k e ɪ s ə n	caisson
n ɒ n l ɪ t ə ɹ ɛ ɹ i	nonliterary
k ə l æ s ə ɹ ɪ s	calasiris
b l iː d z	bleeds
p ɪ l i ə s	pileous
ɹ ɑ k f ɪ ʃ	rockfish
b l e ɪ d ə n	Bladon
ə ɹ a ɪ z ɪ z	arises
ɡ ʊ s l̩	ghusl
p ɑː ɹ ə	para
w ɪ n d s ɜː ɹ f	windsurf
s l ɑː v ə f ə ʊ n	Slavophone
s æ l ɒ n	salon
k ɹ a ʊ t͡ʃ ɪ z	crouches
e ɪ s ɪ n ɑː ɹ t i t	asynartete
t ɛ l ə k ɪ n iː s ɪ s	telekinesis
m æ n s p l e ɪ n ɪ ŋ	mansplaining
d ʌ b l̩ d	doubled
n ɪ ɡ ɚ	nigger
s k ɛ n ɪ ŋ	skenning
d z ɒ ŋ k ə	Dzongkha
m ɛ n d ɪ k ə n t	mendicant
h æ ŋ k ɒ k	Hancock
k ɛ ɹ	char
d͡ʒ ɛ m f ɪ b ɹ ə z ɪ l	gemfibrozil
p æ p ə n b ɜː ɡ	Papenburg
ɪ l i ə m	Ilium
ɡ ɹ ʌ d͡ʒ d	grudged
t l ɪ ŋ ɡ ɪ t	Tlingit
b ɛ b ɪ ʃ	babish
ə m ɪ ɡ d ə l ə z	amygdalas
l i d	lede
z ɛ l k ə v ə	zelkova
d ɑ m ɪ n i k ə n	Dominican
k ə n d͡ʒ iː n i æ l ɪ t i	congeniality
ɪ n ɪ d͡ʒ	innage
æ b s t ɪ n n̩ t l i	abstinently
ɛ k s ɪ k w i	exequy
ɪ m p ə k j uː n i ə s	impecunious
h æ n d f ʊ l	handful
æ b s ɔ ɹ b n̩ s i	absorbency
h ɜː ɹ k j ə l iː ə n	Herculean
s u p ɛ ɹ i ɡ o ʊ	superego
æ n ə d ɑ n ʃ ə	anodontia
ɔ ɹ ɡ æ n ɪ k	organic
k ɹ ʌ s t i	crusty
iː v iː	Evie
h ʌ n ɪ k	Hunnic
æ b d͡ʒ ə ɹ e ɪ ʃ n̩	abjuration
p i ɚ	peer
n ɛ s t l ɪ ŋ	nestling
ɪ n s ɪ s t s	insists
m æ ɹ ə b uː	marabou
s æ ɡ ə n ɑ k i	saganaki
k l a ɪ m d	climbed
t͡ʃ u k t͡ʃ iː	Chukchi
k ɹ ɪ t ɪ k ə l	critical
p ɹ ə ʊ l ɪ k s ɪ t i	prolixity
ɪ t ɝ n ə l	eternal
b æ k s t ɹ ɛ t͡ʃ	backstretch
f i ə d ɔ ɹ	fiador
l ɑ l	loll
ɡ ɹ iː d i n ɪ s	greediness
